Review_Text,Satisfied
"This is the live recording of some great music. However, it was manufactured from a two-track master tape, recorder with a single-point microphone. I believe the playback quality suffers because of this.",False
"Mr. Sanders is unaware that Standard Missiles used in conjunction with AEGIS Weapon Systems must maintain communications with the AN/SPY-1 radar system or they will self destruct. Additionally, they must detect reflected illumination that can only be provided by the firing platform during terminal homing in order to intercept the target.",False
Hot Chocolate is a fine group and I am waiting for my next purchase of their work. This CD is Primo and I play it every day. Thank you Hot Chocolate for fine work!,True
"This product only operates with Windows 2000 and Windows XP. Windows 7 has been the offering for nearly a year, and the product does not support it. Please be warned!!",False
AFTER USING THE COFFEE MAKER SEVERAL TIMES IT QUIT MAKING COFFEE. I SENT IT BACK AND RECEIVED A REPLACEMENT WHICH DID THE SAME THING. ONCE AGAIN I RETURNED IT AND WON'T GET ANOTHER ONE NEEDLESS TO SAY. AMAZON WAS REALLY GOOD ABOUT REPLACING THE FIRST ONE AND I AM WAITING TO SEE IF THE CREDIT COMES THROUGH AS QUICKLY.,False
"I AM A HUGE TLC...ESPECIALLY LEFT EYE. I LOVE HER AND HER MUSIC. THIS DVD IS A GREAT VIEW. U HAVE THE ABILITY TO SEE A DIFFERENT SIDE OF LISA LOPES, WHICH I ENJOYED GREATLY. I AM SOO EXCITED THAT SHE IS COMING OUT WITH A NEW ALBUM ""EYE LEGACY"" SET TO RELEASE ON JANUARY 27, 2009. I AM NOT WAIT TO HEAR NEW UNRELEASE TRACKS FROM ONE OF THE HOTTEST MC EVER!!",True
"I have great respect for artists who can write and perform their own music. Jewel is a beautiful woman with a beautiful voice, but with these trite lyrics and melodies she should really get some assistance with her writing. I'd like to hear a song by her called ""Screw You All! I Used to Live in a Car!"" or something to break the monotony of her ""cheerfully spiritual"" lyrics. There are some pleasant tunes on this album, but nothing that you can distinguish from anything she's done on this album or her last. I'd love to hear her do some covers of old tunes like ""Natural Woman,"" ""Just One Look,"" etc. Maybe she should team with Layne Staley from Alice in Chains. That would be some pairing and we can get some less perky lyrics. ""Down in a Hole With Jewel."" Actually that would be a rather cheerful experience for me. Never mind...Having said all that, this album will probably sell like hotcakes and please hardcore Jewel fans. I think she is capable of much more.",False
As soon as I opened this the smell was overpowering. It has such a terrible smell. My youngest and I got the batter for chocolate chip cookies all put together and then he wanted a taste. He always wants a taste of the cookie batter before we put it in the oven. He took one taste and ran to the sink and starting spitting and then put his mouth under the faucet. I decided to take a taste and could't believe how terrible it was. I would avoid this if you are looking for a gluten-free flour. There has to be a better brand.,False
"I don't agree that the series has gone down hill. I thought Pandora was actually very good, and certainly better than Body Thief, but Armand is her worst book to date. The book just struck me as not terribly well constructed, though as always Rice's incredible imagination is present. Armand's relation to Marius is interesting at first, but 75 pages of flowery lanaguage too long. It is never clear to me why Armand stays in the Paris covent for centuries (given Marius's lessons), and the end where love conquers reason...well, maybe the idea has been exhausted.",False
I bought this dvd at Walgreen's drug store for $1.00! And yes there's only one Woody cartoon....,False
"This book is inexpensive and gives the reader a broad but somewhat shallow exposure to home-built amateur robots. A must-have for the first-time robot builders. However, for those who are a little more experienced and/or theory oriented, ""Mobile Robots : Inspiration to Implementation"" by Joseph L. Jones and Anita M. Flynn provide more formal treatment to fundamental concepts in robotics.Because of the low price and broad coverage, this book is recommended for any robot builders.",True
"This operating program is the best! Time Machine is a great backup if a mistake is made and you need to recover something that was lost or deleted from your computer, It was easy to install even for me, a 61 yr. old who is using a computer for the 1st. time.",True
"That line is from one of the few really enjoyable episodes in this set (""Wizard of Evergreen Terrace""), predictably by John Schwartzwelder, but even he seems to be phoning it in by midway through this season (""Homer to the Max""). If season nine was the first year where the number of lazy episodes actually rivaled the quality ones, this is the first season where you could argue about the existence of *any* classics. At least last year you could point to Homer's handgun adventure, Ralph Wiggum's big break, or Homer and Marge's kinky getaway. This year you can point to the exact moment where celebrity guest voices started writing the episodes (""When You Dish Upon a Star""), and Homer taking up virtually any new profession was a sufficient story idea.",False
Not happy with these at all. The batter sticks even after spraying with PAM. Also tried rubbing with oil still sticks. Also they must be filled with so much batter that before you can turn it over the first side burns.,False
"I didnt expect much from this dvd, but I was delighted I made the purchase, from the warm up work out I was sweating, then I did the basic and for 20 mins i was dripping with sweat, I must say I love it, once I am sweating I know it is working, also my thighs were burning so yay, once it burning they say its working, so I am very glad I added this to my collection",True
"After reading the reviews of this and similar camcorders, I knew that the features were far-and-away, light years ahead of the JVC and any camera in its price range. Thankfully, this was accurate and it has outperformed anything I have seen to-date. The picture quality is beautiful in all but poor lighting; the sound quality is excellent and it's simple enough that my 6-year old makes videos all the time. I am not exaggerating. This is how intuitive the DCR SR100 is. Extremely fast startup keeps you from missing those precious moments.Overall, an outstanding value. Get one!",True
"""Experience Preferred but Not Essential"" is a joyous little film that celebrates the thrill/heightened reality of coming-of-age as well as the quirkiness that's often revealed when taking a nostalgic look at the behaviors found in the workplace. The story does an excellent job of capturing that initial bloom & excitement of youth-at-the-edge-of-adulthood and all the accompanying wonder. And everything about this production (acting, direction, script, sets) is well-made and entertaining. My one (minor) complaint is that it it's too brief (when was the last time you thought that about a movie?) as it clocks in at about 75 minutes.Sadly, this film is difficult to find as it was only released on VHS in 1984 (and there don't seem to be many copies remaining). Yet another good production that's long overdue for a DVD release.",True
"This toy is very much more articulated than the original toy, in legs, neck, tail, in short just about everything. This also meant that the transformation mode also was modified to accompany the new features.In my own opinion, it's a very solid toy, but not quite the type to give to a child under 7 yrs. Too complicated. Otherwise, it's great, sturdy, and after a bit of practice, transforms nicely. Looks great next to Prime (Voyager) and Ultra Magnus (Voyager).",True
"My baby is four months old and I have gone through 3 of these already - I wouldn't of bought the second two, except its the only pump sold with in an hour drive of where I live. It works great for a week or two - then like clockwork the motor burns out very quickly until it doesn't work at all. Have tried getting ahold of the company and have been put on hold every time for much longer then a mom of an infant and toddler can wait. Ordered a different brand online when I had to buy the third one just in case, and thank goodness I did because like clockwork two weeks later motor went out and I added another useless piece of plastic to my pile.Would give it no stars if i was allowed to.",False
Yes this was easy to install. But who wants to install it over several times. I put this on my Toyota Tacoma and it lasted about 18 months before it burned out inside and back fed the trucks wiring system. Spent a cold winter afternoon trouble shooting what was wrong since nothing was corroded and I had done a very good job of installing it. But it had shorted out inside and was hot to the touch. Cheaply made in Mexico. Wish I had bought something better.,False
"Just got this book after hearing an interview with the authors in Toronto, Canada. Now I feel guilty if I complain about anything! Especially after reading about the 98 year old man who ran a marathon (that's 26+ miles). Inspiring!",True
"I THOUGHT IT WOULD 'MASSAGE', BUT IT IS MORE OF VIBRATION THAN MASSAGE. IT IS SOMEWHAT RELAXING.",False
"I bought one of these washed it and a huge hole appeared. The next day I exchanged it for another in a different color, washed it and again it frayed and had holes. They are terrible quality and will never last, unless maybe you want to handwash it and not dry it in a dryer.",False
"I haven't yet needed to use it as the one that came with the camera seems to have an extremely long charge-life. However, it arrived pretty quickly. On the first day of the ""delivery estimate"", actually. I would definitely buy from this company again.",True
Very handy to have around! Half the price than it is at the local store! Take it everywhere when knitting! Love it!,True
"I got one from HSN for $9.97. It is cheap. But even at that price, I don't think it is worth to buy. Compare to my i470D, it is much slower and quality is poor too. For stand quality, it takes about 2 and half minutes. For high quality, it takes around 7 minutes. For best quality, it takes around 15 minutes. There was little difference between high quality and best quality. Even when printed in best quality, the picture printed by this printer is still not as good as my i470D. It is darker than i470D. It will take about 3 minutes when using my i470D to print high quality picture.If I can suggest, don't waste your money on this junk. I recommend Cannon because I used i470D and found the quality is very good. So go for Canon brand. My colleage tried HP. She said HP is good too.Hers is HP Photosmart 7660. I also got an HP Photosmart 7260. I haven't tried it yet, but I'm sure it is good and much better than the Lexmark p707.",False
"At about week 22 of my pregnancy with twins, I started getting severe lower back pains. My doctor recommended a pregnancy belt. After receiving it and wearing it a full day, my back pain was significantly reduced. Sometimes, even when wearing it, I still get pains, but more often than not, the belt really, really helps.It's pretty comfortable, but can be a little awkward to wear when going to the bathroom. When I'm at work, I wear it under clothes, and at home, I wear it over my clothes.Before the pregnancy, I was a size 14. As I'm carrying twins, I ordered a large, and it fits great. I'm in my 8th month, and there's at least 5"" of expansion room.",True
"I'm astonished by the review that denegrated the sound track (music portion) which I found intoxicatingly beautiful, at least if heard over an audiophile sound system capable of decoding dts-HD. All images are very near to actual 3-D but there are several shots where temple columns bend inward and others where rivers run uphill, but they're brief. On the other hand, did they not exist, I've have given this film a five.",True
"This stone is definitely sturdier than the cheap pizza stones that I bought at Bed Bath & Beyond. I was in search of a solid, long lasting pizza stone after buying a couple of short-lived pizza stones at Bed Bath & Beyond (which cracked after 2-3 uses). I am very happy with this pizza stone and recommend it to others.",True
"After all the positive reviews I had such high hopes for this bag. We used it to go from Ohio to Florida and back on top of my mini van. We paid attention to how it was attached and the zipper placement. The bag came apart at the seam on top in the front under the pressure of the wind. We arrived and all our stuff was wet. There was a football size hole where the seam had just split. I'm glad our stuff didn't end up all over the road, Had it torn further that would have been a real possibility. I looked over the bag before we used it and didn't see and defects so I really am not sure why it failed but it did so user beware.",False
"I don't like essays. I don't like nonfiction. I neverread ""the collected"" anything of anyone. But I ran intovolume three of this four-volume series in the library, dipped into it, and was hooked. Took it home. Read it through from start to finish like a Stephen King novel. Went back. Got volume 1. Raced through it beginning to end. Got volume 2. Read all of it. Got volume 4. Read all of it. Bought the whole damn' set. Read through it from time to time. ""I can't believe I read the whole thing."" Great writing, great editing.",True
"While I have no one to blame except myself, I didn't realize that these are capsules (as opposed to tablets). I've been giving my dog the tablets for 4 years now and they do work, but trying to give him a capsule(like they give to humans) my dog says 'NO WAY JOSE"" Why would they even make these as capsules is beyond me............And because I opened the container.....I'm stuck.",False
As a beginner in C4D I found this expensive book difficult to follow w/ poorly printed images (screen shots). I get better results from few online tutorials. I wonder if experienced C4D users will be able to learn anything new from this confusing book.,False
"The book presents Ethiopia as a happy, safe and wonderful place where children can travel freely to see animals, with no more risk than a blister (which a Band-Aid will cure). Addis Ababa is presented as a place ""of skyscrapers, palaces, big churches and restaurants . . . . She could smell flowers."" (p. 11). Ethiopia is in fact one of Earth's terrible places. Ethiopians die early from starvation, AIDS and butchery from one another and their neighbors. Traveling in Ethiopa is very dangerous and the U.S. State Department warns about it. One Of A Kind is an example of the politically correct/multicultural lies that are too often hidden in seemingly innocuous school and other books fory young people.",False
"This book really made me laugh when I had breast cancer, but there is no question that it is not for everyone. The humor is very dark. The seller was great.",True
"I am beginning to get blu-ray, INSTEAD OF WHAT I HAD ORDERED.. I want DVD, so I will be returning the merchandise.I do not own a Blu-Ray machine.",False
"Very Frustrating machine. It just stopped pumping water. I found an article on line that said it may have blown a fuse (nothing about the fuse in the manual) Sure enough the fuse was blown (I had to remove the whole cover, 7 screws and cut a water proof seal off the fuse to remove it and replace it. No simple matter getting it all back together.) After I replaced the fuse there was a few clicking noises but it still will not pump any water (let alone heat any water). Even the short time it did work if the battery was low you were out of luck. You can not run it off the charging cords. I sure isn't reliable. Very disappointing.",False
I really didn't realize that it's a very very small blanket...and my puppy is only 3 pounds. Not happy with it.,False
"I live in Poland and that book was a shock for many of my friends and generally Poles. It showes something very important- that destruction of the Jewish Community in Jedwabne. Jan Tomasz Gross writes that the Poles are responsible for that masacre. As the later relations and facts said: it's propably not true. An author looks at Jedwabne only at his side, he didn't write about a lot of facts that do not correspond with his vision. So- that book is not good historician book.... So- for sure it's a book that you should read. On the other side- definetelly it's not the book you should belive in 100%. We have to wait to the end of investigation about Jedwabne. It is conducted by Institute of National Remembrance Commission for the Prosecution of Crimes Against the Polish Nation...",False
"Fantasia, Fantasia, Fantasia...what happened? Okay, I went out and bought this album with Diana's, and I honestly have to say Diana's is much better. Only her I Believe song is the good one, all the rest need SERIOUS work. And like a Kid's Review said, she never dressed the way on her album cover like she did on AI.Fantasia, here's some tips for you:1) Close the coat. Seriously. You're supposed to be an IDOL.2) Get singing improvement lessons. Seriously.3) And did I mention close up the coat?",False
"what is this? metal? dont make me laugh this is only a histeric stupid bastard who screams on every song like a pig.Dont buy this crap if you want good metal buy Maiden,Metallica,etc.",False
"Hot ta def, 4209, Stockon is makin moves wit dis rap album, and his new double disc ""POWER MOVES"" I especially like the song wanna funk, it is a real representation of how we do in stockton. holla at cha boy. MD",True
"Lets face it, Robert Palmer started off his career respected and poor and wound up mediocre but wealthy.He gave up and sold out. Listen to ""Johnny and Mary"" for what might have been.Oh Faustus.",False
I just received the pump and it doesn't work. It has no suction at all. I called customer service and they told me to boil it again and it should work.,False
"Ok, this isn't the best of the series, but if you love Jesse Stone, then it can't be missed. A real twist to the story, although they could have had a better way for him to get into the investigation.",True
"Did Gibbs or any of the audience he is targeting stop to think that they are trying to ""save"" or salvage something that longs for change. God is a God of love - period. There are many paths to love and to make another wrong is to live in the arrogance and ignorance of a belief system that the world is flat, that women are to be subsurvient, and that particular races are less refined than others. All beliefs that were KEY when the Bible was scribed. If you are willing to except the change of these things, why can't you see that what was heresy (holistic practises, herbs)hundreds of years ago is now recognized for its value today. Stop trying to ""fix"" people from expansion and personal growth. The experience of God is wondrously beyond definition.",False
"Just picked up one of these for a hardwood staircase. Works well enough except for two frustrating, stupid design flaws:1. The black plastic pad that holds the paper will mar adjacent surfaces with a black mark if you get it to close. Is it to much to ask for a better material here?2. You can reverse the iron shaped pade so the square part is forward to get into corners better - even shows a picture of this on the box. I'm sure it works fine forlow edges. But if you try to get it into the corner where there is a long edge, the front of the case sticks out about 1/4"" to far.It's also be nice if you could remove the dust collection thing for when you're working in tight areas.",False
"This book has rave reviews and I wonder did those reviewers actually read the book? It's a disjointed and wandering narrative that is not that good. It is sort of funny, but not really. The familt situation and the plight of that poor kid are the only emotionally resonant aspects of this book. The main character is weak and so is this literary attempt.",False
I use skype a lot for work related calls and typically use a headset. I saw this product and thought it would be nice to use a speaker phone when on some longer skype calls. When the product arrived it was fairly easy to set up. I used this for 2 calls where the other people on the call complained of awful static and feedback coming through and the voice quality that i heard from others was distorted. As soon as I unplugged this unit and went back to my headset everything was fine. I promptly boxed this back up and returned it.,False
"This is the kind of film that Europeans love about America: it has every single ridiculous stereotype about suburban life, from hiding your true feelings from the neighbors to gun-totting nut cases who beat their children.It was so bad that I was stunned at the attention it got. Not a single scene or emotion rings true. Is this, along with film versions of cartoons and old TV shows, the best that Hollywood can do?",False
"Some readers have praised the writing as lyrical and wonderful. I find that this kind of choppy writing which goes back and forth between time periods, sometimes talking about characters that have yet to be introduced...is an annoyance and a gimmick that has been overused in the past 25 years. Quit switching back and forth and just write a good story! More importantly, I was so disturbed by the content that I really felt I needed to take a shower in some parts. The childbirth scene and ritualistic baptisms were really nauseating. I was also turned off by the depiction of the Catholic religion. Catholicism is portrayed (yet again) as a sick, guilt-inducing, superstitious religion that makes people act very strange. I am a Catholic and I am sick of reading these stereotypes!!!!!This book was chosen for my neighborhood book club and I am very interested to hear what the others think. ...",False
This was a wonderful addition to my Granddaughters collection. She can carry the soft plush animals around and we don't have to worry about her falling on them and hurting herself. My grandson also loved to play with this set... I was very impressed.,True
"I really enjoyed Britney's new CD. It is very different from her previous albums- more mature, kind of retro. I love Toxic, Breath On Me and Everytime. I wish Britney would actually sing though, in more of her songs. Most of the music is great to dance to, however. Me Against the Music is good but already overplayed.",True
"I have never been a Michael Bolton fan. I stumbled upon one of these tracks on itunes and have fallen in loved with the entire album. The selection of songs and their presentation have allowed me to hear something I have never heard before - Michael Bolton is a tremendous vocalist- not only can the man sing- but his voice is as emotionally captivating as it is enthralling and deep and rich with none of his previously irritating pop lyrics or mousy sound. I highly recommend this album as I can't stop listening to it. I esp. like his versions of If I Could and When I Fall In Love. I disagree with the reviewers who feel this is too short. Every song on this album is a winner. That's more than worth the cost to me. Bravo, Michael. I hope he continues in this genre.",True
I was expecting more information about Vermeer and the history of his country during his lifetime...and all I got was a journal-type novel describing a teenager's infatuation with her master. I would still buy this book though but in paperback. I liked the Tulip Fever better.,False
"This book only sounds good in the plot review. In truth, it is an absolutely horribly written book with plot twists that are so predictable and cookie cutter characters. There is hardly any real worth to reading this book, which is dissappointing because the idea behind it is very interesting, although not original.",False
"This book is really just a relatively boring look at perverse psychological adaptation. I didn't find it disgusting or disturbing, just an overly magnified examination of sado-masochism bound to modern machinery. The author's relatively sparse insights are suffocated by his dronning repetition and zombie-like characters.",False
"My aunt gave this to my son for his 2nd birthday today and the very first one they gave him did not work out of the box. I returned it and got another to replace it, which did work... but not well.On carpet it moves very slowly and I could tell the motor was laboring. It worked fine on the hard floors in our kitchen. The signal from the remote was very spotty- you had to have it pointed directly at the truck to make it work. Even then it would occasionally stop working for no reason. Our son also liked pushing it around by hand, but the motor made a terrible clicking sound while he was pushing it.I really wanted to like this toy- the soft body is perfect for him at this age, but this is just not a good toy.",False
"Hate the ""Closed Caption"" thingy...primarily 'cuz they don't give enough time to read the dang words which are too hard to read also. Bummer! Although Chris Waltz was excellent.",False
"i have had this thing for under a month now and the display thing that tells your time, calories burned, distance is already broke, Ive done nothing harmful to break it, and im sure as hell not going to take it back apart to send it back for a new one, i tried changing to batteries and that didnt work, overall i wish i wouldnt have bought it, and went for a stationary bike instead.",False
"I bought this CD having not heard of the group, nor having seen Titanic, but I have been pleasantly surprised. Hills of Connemara makes me want to go to Ireland right now, and Johnny Jump Up makes me really want to go. I cannot say enough good things about this recording. The energy is unbelievable, and I never tire of listening to this CD. I have heard several versions of ""The Leaving of Liverpool"" over the years, but none of the other versions compare to this one, which is uniquely upbeat. The rest of the tracks are equally as incredible, and I highly recommend this CD for everyone!",True
"-------------------------------------------------------------""Lost!""Written & illustrated by David McPhail(Little Brown, 1993)-------------------------------------------------------------This was one of our all-time favorite baby/toddler books - beautifully illustrated, magical, a nice, sweet story. This was the first David McPhail book we came across, and it started us on a McPhail ""kick,"" but for my money, this one remains the best. This is one of the A-list books that will stay on our shelves, waiting for the grandkids. (DJ Joe Sixpack, ReadThatAgain children's book reviews)",True
"This book guides you through the maze of brands and ""buy""-s and ""do not buy""-s for diabetics, or anyone who has to watch their carbs. The only draw back is, that many brands the book recommends, for example breads are not available in the supermarkets I shop.",True
"Regardless of your age, if you are someone who likes good music period, I would highly recommend both 'The Real Thing' and 'Recipe for Flavor'. 'Exgratia' by Bo's band Purge is also great but rare so you may not be able to land that one. There are downloads on the internet for listening however. Also 'The Oneness Project' is fantastic. It's amazing how incredibly versatile Bo Bice is. So far, I love all of the recorded material I've been able to get my hands on, including the live songs he has done and his AI performances. I'm not really interested in how music is classified and would never limit myself to a specific type of music. I only care if I like it. 'The Real Thing' is incredible!",True
"My medium breed dog easily chewed off the ends until they were frayed and spikey. The worst part was that the hard points created by the chewing cut his paw open in two places while he was playing with it. Needless to say, we'll stick to the more basic nylabones from now on.",False
"my daughter is just over 2 now, and i can't tell u how useful this book was. i loved it, i think the advice is very practical, and i am very disappointed to find the negative reviews. i guess it's not right for everyone, as one of the review says ""some people have to work"" well, i worked,and i was able to benefit greatly from this book,and the it does give alot of advice for the working family. i don't see anything wrong with advising to hold and wear your child every chance you get. they're only that little once, don't u wanna do it while they'll still let u? i also want to note that i loved all of their books, the discipline book is very good, as well as the pregnancy book. but as with anything else, you have to adapt it to work for you. and if it doesn't, that's ok too.",True
I am VERY pleased with this product. I thought that this product would be cheap when i bought it and I was very wrong. I purchased it on sale and I can not stress how happy i am with it. I bougth the 3x/4x and i am a size 22/24 and it fits perfect. It came with undies and black stockings too. The undies are a little tight but still for the price this is a steal!!!,True
"Although I didn't get into the whole drawing thing (I am just really terrible at it) and I use my journal for my personal thoughts as well as description of what goes on around me, I got a lot of ideas from this booklet and got really into collecting stuff to paste into my journal. Also, I sometimes get people to write a thing or two in it...which gives it a real personal note.Worth reading if you are into journal writing or scrap booking.",True
"I was looking for something to replace my son's highchair, which was just too bulky and taking up too much space. This booster seat is just the right size, fits perfectly on my chairs (which have rounded seats and backs) and adjusts to different heights. My only complaint would be that the tray is quite low on my son's lap. It's not a big deal because since he is almost 2, he just sits at the table, but I imagine it would be good for a smaller child.",True
"Disappointing. My first hint that the writing wouldn't be great was that the entire back cover of the book was a portrait of Ms. Roberts. I opened the front cover to see the list of prior publications, and it covered two entire pages in a tiny font. The story is compelling - but it suffers by lack of attention to the craft of writing. If you aren't bothered by clumsy constructions or overused words and phrases, then you will probably find the story engaging and not even notice these. But if these little details grate on your nerves, then I recommend passing on this trilogy. I won't be reading the other two books in the trilogy.",False
"I saw this when I was a lot younger and it seemed far-fetched to me then. Now, it seems like something the Teaparty people would love to do if they could get away with it. Unfortunately for them - and fortunately for us - the top brass in the military isn't that insane. Kirk Douglas does a fine job in the lead role, and all the supporting characters are first-rate too. Tightly scripted, the direction is spot on (events move along at a nice, crisp pace), with a happy ending. Burt Lancaster does a bang-up job as the power-hungry rightwing zealot. Oh, how I wish I could look at that fictional character and just laugh. But I can't. It hits too close to home, right now.",True
"Although some of the earlier books by this author had some excitement and excellent description, this is a book in which the author rests on his laurels. Nothing much happens, the descriptions are meager, there is gratuitous insertion by the author of his personal conservative beliefs, and by and large this is a nothing of a book. It might be helpful to read if you suffer from insomnia some night, otherwise, save your time and money and get a better book. You will not have to look far.",False
The product information said it has a slide case to protect the screen but when i received the package it had no cover and the back of the calculator seemed tampered and scratched and abused.here is the link to the seller tombraiderla - http://www.amazon.com/gp/aag/details/ref=aag_m_ss?ie=UTF8&isAmazonFulfilled;=0&marketplaceID;=ATVPDKIKX0DER&isCBA;=&seller;=A3N2CZLNZNCKD7#aag_legalInfoNot worth it...Texas Instruments BA II Plus Financial Calculator,False
"I paid $19.99 at Target and saw it here at Target the next day for $14.99. The game is only fair. I do not like third person shooters, I prefer first person shooters.The inability to save in the middle of a game also sucks. I got through a hard sequence and got killed. To start over and go thgrough it again takes about 10 to 20 minutes just to get killed again.After playing it once or twice it is probably shelfware. Not bad if you pay $6.99 and like having your time wasted.",False
"Pampers are the best diapers in existence. They hold in everything they are supposed to, have a nice fabric-y texture (not plastic-y), the fasteners open and close as much as you want without tearing the diaper, and they even have a nice scent.",True
"I've owned a variety of binoculars including several zoom models, and these were by far the worst. The set I got could not focus clearly on either eye even at minimum zoom, and just plain horrible when zoomed even 20x. I'm not talking about stability without a tripod, that's an issue with any zoom. Mount these in cement block and they couldn't get clear focus at a modest zoom level, at least the pair I got. So, I've returned them, the first time ever for me in countless Amazon orders over the years.",False
"THIS GAME, I THINK, SUX BIG TIME.All PSX DBZ games are horrible. Their graphics are bad, the voices don.t even sound like the actual characters, and it's for playstation. Ughhh.",False
"This tape is ok if you dont mind someone talking while you try and relax. Its not for me persay, but some people may like the self hypnosis kinda relaxation technique.",False
"This is one of my favorite books ever. I read it many years ago and bought it for my teenage daughter last year. She loved it and shared it with a couple of her friends. It gives a wonderful overview of mideval England, so you learn a lot of history while enjoying a romantic, interesting story. Katherine Swynford is definitely one of the great heroines of English history.",True
"This book has nothing in common with the movie currently playing--the only similairty is the title. The LeeLee Sobieski teen romance flick, a cross between Love Story and American Pie, is nothing like this book.This book, for the rocord, is a poorly inpsired piece of adult fiction roughly based on Wuthering Heights. Ha! Read Emily Bronte's original if you are in the mood for a dark and brooding romance and leave this book alone.It stinks!Incidentally, the movie is not so great either--completely differnt story--love triangles, rich vs. poor, and a melodramic ending ala City of Angels--no thanks!Where have all the good books gone?",False
"This book is an excellent learning aid. I read one of the reviews that said you should have the aid of an instructor, this is true. But, you should have an instructor and one that knows how to read music. I added this book to my daily routine and after only a couple of day s I am seeing an inmprovement.",True
"I taped this movie for one reason: Russell Crowe. Not only is he gorgeous, he's my age & he can act. He could have done without the sideburns, though, in this one. Not the worse movie ever made, but the husband in it needs a doctor.",True
"I was in Marine Corps Recruit Training or Boot Camp not too long ago. I read this book before going. Looking back on it, of all the books I read, this was the absolute worst. Do yourself a favor and find another work to read.",False
"Expensive this, but special, not least because of the wonderful singing of Margaret Price in Schoenberg Quartet 2. Not quite as 'complete' as the box claims, but an echo of the past when boxed sets often came with very detailed notes, as here.",True
"The Forever War is Science Fiction as it ought to be - a story about real, believable people, and about the society they live in. It addresses important issues - the relationship between the individual and society, the effects of warfare, sexuality and others. It's not just another story about robots and rayguns. Incidentally, try reading Forever War and Heinlin's Starship Troopers back to back - you'll be amazed at both the qualitative contrast and the wildly different paths two authors took from the same basic premise - guys in hi-tech armor taking on a mysterious alien race. This comparison will give you an idea of the real range of interpretation that exists in the science fiction genre as well as, perhaps, an idea of what does and does not make for literary Science Fiction",True
"While this is a very cool product, don't expect to put a knife with a blade longer than 7 inches into it. They quote 8"", but 7 is more realistic as it gets tighter the deeper you go. As such, my slicer, bread knife and chef knives didn't fit. I returned it because it didn't work with my collection; maybe one day they'll release a 12"" model.",False
"This clipper is the worst buy I have ever made. Thought ""panasonic"" brand is good, but the clipper catches all the hair and you have to remove it every 5 sec, otherwise you cannot cut. To do that you have to remove the comb, which is another headache, the design is just not working. Do yourself a favor and buy a simple clipper, or if you want to spend 120+ $$ get an oster...",False
"I absolutely loved Beyonce's debut album ""Dangerously In Love"" which had some great songs on it! In 2006 after a few years I anxiously waited for a comeback of miss Beyonce. I loved the then-new single ""Deja Vu"" featuring her now husband Jay-Z. That song aside, there are no good songs on this album besides the opening single ""Deja Vu."" Even ""Deja Vu"" sounds like a revamped version of her earlier hit ""Crazt In Love."" This album is just plain unoriginal. I like Beyonce and have been a fan of hers since the 90's but this is NOT my favorite album of her. I am hoping if she releases another album it will be much better. Sorry but I only give this one star.",False
"I'm bemused by the stellar reviews for this book. Some of the recipes are so obvious it's difficult to imagine why they are listed, such as one of the cereal recipes - place some (specified) nuts, seeds, and fruit in a bowl and pour on almond milk. Sorry that's not a recipe, it's just common-sense. That said, I will be trying some of the dessert recipes, although even with those there are some easily picked-up themes that happen repeatedly so the multiple recipes seem a bit redundant, like blending nuts and medjool dates to make a crust for tarts. But I guess the author has experimented a lot and I can trust the quantities she specifies. I would recommend taking a look at this book in a bookshop if you can, before buying it.",False
"Good Earth Original Tea Blend, Tea Bags, 18-Count, Boxes (Pack of 6)This is the best, strongest cinnamon tea that I have found - and - it is good and healthy, too! Very very enjoyable!",True
"Oi. I don't know if it's because I'm getting bored with this series or if it's this book in particular, but it took me months to get through this book. I couldn't stand to read it. Endless descriptives that would slow the pace, that I'd end up just flipping through, and the story just seemed to inch forward that I had to put the book away for days/weeks at a time. Really? Does this have to be 12+ books long??? It did get better toward the last 1/8th section of the book with the pace picking up and more interesting, significant events starting to happen. Maybe someone can come up with a Cliff's Notes version of the whole series that will cut out a lot of the fat. The first 4 books flew by quickly and I'm disheartened that things are starting to grind down. Is book 9 going to be better? Hope so. I'm committed now.",False
"I liked the video. The instruction was really good and fairly easy to follow. I found watching the practitioners inspiring. It definitely gave me a good workout. It was challenging; a little too challenging. It was a long session. For me it was too long but I'm a beginner. I can see someone who has been doing yoga some time enjoying the hour and fifteen minutes of yoga.My only real criticism is that the DVD is not broken up into scenes. While I was going through the class, my DVD player froze for whatever reason. The only way I could get back to where I left off was to start from the beginning and fast forward.Overall, I'd definitely recommend this video to someone who is at an intermediate or advanced level and wants a challenging, well-guided session. When I'm at that level, I'll most likely use it then.",True
"I was a little scared to get this card reader, since some of these reviews for it are bad. But I got it anyway and it works great. I am running windows XP and did not have to install a driver. Pics download extremely fast. I wanted a card reader because I was tired of connecting my camera (canon s230 elph) to the computer.I recommend it, at least for XP.",True
