longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_k
-118.44,34.28,47.0,843.0,194.0,800.0,180.0,3.3687,151.7
-118.44,34.28,38.0,1156.0,305.0,1359.0,289.0,2.5147,137.1
-118.45,34.28,36.0,2602.0,638.0,2780.0,620.0,2.7155,149.8
-117.71,34.15,17.0,17715.0,2370.0,7665.0,2312.0,7.9068,349.1
-117.73,34.12,26.0,1279.0,163.0,412.0,157.0,6.1731,293.8
-117.78,34.13,18.0,7798.0,1161.0,3710.0,1227.0,5.8819,260.5
-117.76,34.13,8.0,16759.0,2274.0,7249.0,2156.0,7.4837,358.7
-117.8,34.15,14.0,7876.0,1253.0,3699.0,1162.0,5.5423,248.7
-117.8,34.11,25.0,5039.0,821.0,2654.0,802.0,4.7969,211.7
-117.8,34.1,17.0,5153.0,1164.0,2949.0,1083.0,3.5603,174.6
-117.8,34.1,13.0,2996.0,495.0,1187.0,464.0,6.2456,161.7
-117.79,34.12,16.0,2426.0,426.0,1319.0,446.0,4.8125,224.5
-117.79,34.11,18.0,3814.0,721.0,1881.0,692.0,4.4722,215.6
-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,6.5253,349.9
-117.83,34.15,20.0,2421.0,306.0,1023.0,298.0,8.0683,451.5
-117.82,34.13,27.0,3770.0,573.0,1606.0,562.0,6.1321,309.7
-117.84,34.13,26.0,3773.0,694.0,2103.0,688.0,4.6937,198
-117.87,34.15,24.0,5745.0,735.0,2061.0,679.0,8.2827,451.4
-117.93,34.15,14.0,9610.0,2005.0,4723.0,1907.0,4.0393,156.8
-117.9,34.15,21.0,2056.0,461.0,1332.0,429.0,3.3942,212.8
-117.9,34.14,29.0,2240.0,457.0,1187.0,407.0,3.8365,184.2
-117.9,34.14,35.0,2259.0,505.0,1561.0,509.0,3.3043,155.5
-117.91,34.14,42.0,2225.0,485.0,1544.0,464.0,2.2442,166.7
-117.89,34.14,15.0,4644.0,967.0,2855.0,867.0,3.3654,222.1
-117.88,34.14,23.0,2308.0,322.0,1001.0,317.0,7.5112,355.5
-117.88,34.14,32.0,1764.0,365.0,924.0,329.0,3.875,186.7
-117.88,34.13,33.0,3713.0,718.0,2106.0,720.0,4.0023,185.5
-117.85,34.14,35.0,2899.0,429.0,1251.0,429.0,6.1049,297.2
-117.85,34.14,35.0,1582.0,248.0,654.0,221.0,4.9091,275
-117.86,34.14,33.0,2344.0,363.0,1098.0,359.0,6.2089,283.4
-117.87,34.15,37.0,2655.0,415.0,1056.0,401.0,5.4224,269.5
-117.86,34.14,36.0,3097.0,667.0,1484.0,634.0,3.1905,235.3
-117.87,34.14,30.0,2495.0,586.0,1139.0,559.0,2.9375,209.2
-117.85,34.13,31.0,1959.0,318.0,1021.0,303.0,4.3145,233
-117.85,34.12,30.0,4367.0,1033.0,2524.0,954.0,3.0448,192.1
-117.86,34.13,33.0,2383.0,428.0,1269.0,421.0,4.636,245.5
-117.86,34.13,40.0,1304.0,280.0,607.0,256.0,2.588,209.5
-117.86,34.13,29.0,630.0,145.0,378.0,148.0,3.4107,170.8
-117.87,34.13,32.0,1741.0,373.0,872.0,333.0,3.4219,194.5
-117.87,34.13,29.0,1677.0,413.0,873.0,400.0,3.12,194.3
-117.82,34.12,26.0,3118.0,528.0,1546.0,545.0,5.27,209.4
-117.84,34.12,25.0,3465.0,566.0,1722.0,536.0,4.8304,228.9
-117.83,34.11,29.0,2671.0,437.0,1484.0,445.0,4.9844,203
-117.84,34.11,17.0,3499.0,621.0,1911.0,621.0,4.8894,191.7
-117.84,34.12,34.0,2026.0,345.0,1142.0,332.0,4.392,187.6
-117.85,34.11,25.0,9255.0,1659.0,4944.0,1627.0,4.5708,223
-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,348.9
-117.81,34.12,23.0,7063.0,1176.0,3100.0,1112.0,4.8229,192.6
-117.81,34.11,21.0,3481.0,808.0,1866.0,746.0,3.6201,150.4
-117.81,34.1,19.0,1935.0,399.0,1126.0,389.0,3.8929,144.6
-117.83,34.1,18.0,11026.0,1978.0,5407.0,1923.0,4.075,231.1
-117.76,34.1,28.0,4086.0,871.0,1973.0,853.0,2.621,202.2
-117.78,34.09,32.0,2643.0,516.0,1862.0,478.0,3.7177,177.2
-117.79,34.1,26.0,1664.0,344.0,1024.0,339.0,3.5192,190.5
-117.76,34.12,16.0,9020.0,1509.0,3575.0,1486.0,4.2415,275.7
-117.77,34.12,15.0,4260.0,770.0,2007.0,695.0,4.4609,230
-117.76,34.11,22.0,4935.0,954.0,2874.0,938.0,3.9825,180.5
-117.77,34.1,50.0,2388.0,494.0,1241.0,459.0,2.8818,167.2
-117.77,34.11,28.0,1998.0,414.0,1124.0,389.0,3.75,180.9
-117.78,34.11,23.0,7079.0,1381.0,3205.0,1327.0,3.0735,212.3
-117.74,34.11,28.0,3494.0,566.0,1391.0,522.0,5.3637,214.7
-117.75,34.12,25.0,5411.0,998.0,2243.0,1019.0,4.3148,240.7
-117.74,34.1,26.0,2723.0,604.0,1847.0,498.0,2.6779,136
-117.74,34.1,29.0,2742.0,488.0,2477.0,532.0,3.5072,121.9
-117.75,34.1,21.0,8069.0,2174.0,4369.0,2036.0,3.2756,156.8
-117.71,34.12,20.0,11250.0,1893.0,4952.0,1859.0,5.6785,239.5
-117.73,34.12,26.0,6459.0,894.0,2487.0,885.0,6.2089,261.8
-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2.2813,125
-117.71,34.1,52.0,567.0,152.0,2688.0,126.0,1.875,212.5
-117.72,34.1,52.0,2867.0,496.0,978.0,513.0,3.1477,291.2
-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2.4952,181.8
-117.72,34.1,46.0,2477.0,458.0,1034.0,455.0,5.5,289.7
-117.71,34.09,36.0,2637.0,476.0,1385.0,483.0,4.1739,158.7
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,154.2
-117.72,34.09,36.0,1473.0,328.0,785.0,299.0,3.2566,151.8
-117.72,34.09,33.0,4979.0,934.0,2575.0,874.0,3.7958,152.5
-117.73,34.09,30.0,2345.0,496.0,1897.0,454.0,2.4375,112.1
-117.73,34.09,36.0,1543.0,297.0,1355.0,303.0,3.5313,117.8
-117.73,34.08,33.0,1350.0,265.0,1251.0,257.0,2.9063,115.2
-117.74,34.09,30.0,3199.0,591.0,2192.0,563.0,3.4871,136.4
-117.75,34.08,33.0,2824.0,523.0,1797.0,493.0,3.6359,135.1
-117.75,34.08,33.0,1067.0,194.0,600.0,201.0,4.0368,139.1
-117.75,34.09,36.0,3094.0,556.0,1672.0,545.0,4.2143,146.9
-117.76,34.08,37.0,2263.0,502.0,1677.0,522.0,2.9388,139.2
-117.77,34.08,27.0,5929.0,932.0,2817.0,828.0,6.0434,214.8
-117.77,34.07,36.0,2922.0,652.0,2392.0,629.0,2.8661,124
-117.77,34.07,29.0,2976.0,662.0,2452.0,633.0,3.0638,113.6
-117.75,34.07,52.0,1548.0,348.0,1131.0,343.0,2.63,127.3
-117.76,34.07,51.0,1538.0,394.0,1173.0,388.0,2.3156,109.8
-117.76,34.07,48.0,1157.0,247.0,677.0,218.0,2.8594,127.2
-117.76,34.06,33.0,1831.0,486.0,1625.0,472.0,1.9937,103.6
-117.76,34.06,47.0,508.0,108.0,384.0,86.0,1.9583,92.6
-117.77,34.06,27.0,2178.0,629.0,2379.0,591.0,1.9766,108
-117.78,34.07,18.0,3610.0,772.0,2899.0,765.0,3.9784,113.5
-117.78,34.06,25.0,1712.0,491.0,1807.0,478.0,2.2258,114.8
-117.79,34.07,33.0,1694.0,333.0,1689.0,301.0,3.7583,116.3
-117.79,34.07,34.0,975.0,192.0,870.0,183.0,3.7933,116.1
-117.78,34.06,33.0,1056.0,272.0,964.0,300.0,2.4464,128.7
-117.78,34.05,39.0,2933.0,590.0,1886.0,550.0,3.9224,131.3
-117.8,34.05,5.0,4536.0,1178.0,2485.0,909.0,4.1118,125.9
-117.8,34.06,34.0,1081.0,205.0,1325.0,252.0,3.6298,108.5
-117.82,34.05,21.0,4031.0,923.0,2558.0,834.0,3.1641,117.3
-117.76,34.06,30.0,1700.0,504.0,1719.0,459.0,2.227,91.9
-117.76,34.05,36.0,2910.0,819.0,3055.0,782.0,1.9029,98
-117.75,34.05,35.0,1293.0,339.0,1494.0,312.0,1.6645,93.3
-117.76,34.05,36.0,3839.0,1004.0,4711.0,942.0,2.3859,116.2
-117.74,34.08,35.0,1613.0,298.0,911.0,293.0,3.4398,134.3
-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3.0294,135.7
-117.74,34.06,48.0,2438.0,599.0,1508.0,548.0,2.8983,129.2
-117.74,34.07,52.0,1868.0,316.0,947.0,328.0,4.2415,140.1
-117.75,34.07,52.0,1279.0,213.0,444.0,204.0,5.2269,161
-117.75,34.07,52.0,2550.0,586.0,1246.0,576.0,1.6006,146.2
-117.72,34.08,34.0,2742.0,491.0,1761.0,496.0,3.2481,128.8
-117.72,34.07,33.0,4100.0,740.0,2580.0,730.0,3.7321,134.2
-117.73,34.08,28.0,5173.0,1069.0,3502.0,954.0,3.8438,130.8
-117.73,34.07,34.0,4038.0,725.0,2716.0,759.0,4.1339,135
-117.72,34.06,32.0,2209.0,654.0,1718.0,569.0,1.9643,113.2
-117.73,34.06,34.0,344.0,108.0,315.0,119.0,3.1786,117.8
-117.73,34.06,51.0,498.0,115.0,368.0,112.0,1.4063,98.8
-117.73,34.07,33.0,1921.0,489.0,1430.0,467.0,2.3406,122.6
-117.73,34.07,33.0,1025.0,261.0,854.0,269.0,2.2596,119.4
-117.73,34.05,36.0,975.0,243.0,809.0,233.0,2.8929,118.1
-117.73,34.05,28.0,2758.0,771.0,2877.0,694.0,2.0734,113.3
-117.74,34.05,30.0,1185.0,317.0,1466.0,302.0,2.625,94.3
-117.74,34.05,29.0,2452.0,700.0,3029.0,665.0,2.1354,110.7
-117.74,34.05,27.0,852.0,237.0,1024.0,221.0,2.1141,110.9
-117.75,34.05,46.0,1480.0,358.0,1511.0,348.0,1.9718,110.6
-117.73,34.04,26.0,3827.0,814.0,3367.0,810.0,3.15,129.7
-117.73,34.03,42.0,1967.0,378.0,1459.0,348.0,3.0375,118.1
-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3.7454,116.4
-117.74,34.04,27.0,2215.0,440.0,1987.0,449.0,3.0429,129.6
-117.74,34.03,27.0,3623.0,809.0,3712.0,754.0,3.4609,123.3
-117.75,34.04,22.0,2948.0,636.0,2600.0,602.0,3.125,113.6
-117.76,34.04,36.0,2242.0,448.0,2052.0,447.0,3.4464,113
-117.85,34.0,26.0,2712.0,402.0,1389.0,377.0,5.6513,227.9
-117.86,33.99,10.0,17820.0,2812.0,8686.0,2666.0,6.3875,310.7
-117.8,34.03,25.0,4240.0,643.0,1885.0,637.0,6.2384,247.6
-117.78,34.03,8.0,32054.0,5290.0,15507.0,5050.0,6.0191,253.9
-117.83,34.01,16.0,9446.0,1650.0,4911.0,1534.0,5.0111,212.9
-117.8,34.02,23.0,3351.0,591.0,1535.0,522.0,5.0869,230.6
-117.81,34.01,12.0,9197.0,1642.0,4332.0,1554.0,4.9589,282.1
-117.79,34.02,5.0,18690.0,2862.0,9427.0,2777.0,6.4266,315.6
-117.84,34.0,26.0,797.0,117.0,383.0,114.0,6.8758,253.8
-117.83,33.99,14.0,17527.0,2751.0,8380.0,2676.0,6.2734,267
-117.84,33.98,26.0,3638.0,557.0,1993.0,593.0,6.1076,221.2
-117.83,33.97,11.0,21533.0,3078.0,9671.0,2890.0,7.0329,368.3
-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288,339.7
-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,262.1
-117.87,34.02,16.0,3552.0,575.0,2120.0,573.0,6.4333,271.5
-117.84,34.04,4.0,9959.0,1544.0,4904.0,1429.0,6.9754,402.5
-117.85,34.06,24.0,3128.0,497.0,1406.0,472.0,7.5286,462.7
-117.85,34.08,23.0,1160.0,166.0,467.0,178.0,8.105,386.2
-117.85,34.07,32.0,761.0,101.0,295.0,95.0,11.1077,500.001
-117.86,34.08,31.0,2524.0,349.0,1003.0,343.0,7.5196,380.9
-117.87,34.08,33.0,4518.0,716.0,2037.0,764.0,5.6015,267.2
-117.87,34.07,21.0,4723.0,882.0,2210.0,768.0,3.8167,258.7
-117.85,34.1,22.0,5179.0,944.0,2315.0,884.0,4.51,189.9
-117.86,34.09,29.0,3855.0,585.0,2205.0,609.0,5.5496,218.2
-117.85,34.09,16.0,4556.0,639.0,2066.0,651.0,6.4667,263.9
-117.86,34.09,26.0,3408.0,542.0,1664.0,543.0,6.1498,239.1
-117.87,34.1,25.0,2208.0,477.0,1084.0,424.0,3.775,191.7
-117.87,34.09,31.0,1484.0,327.0,927.0,317.0,3.6484,189.6
-117.88,34.1,32.0,3357.0,621.0,1696.0,604.0,4.2685,216.6
-117.89,34.09,36.0,1811.0,320.0,1005.0,332.0,5.5629,188.3
-117.87,34.09,36.0,1267.0,191.0,640.0,200.0,5.2405,220
-117.87,34.08,33.0,3630.0,800.0,2257.0,796.0,3.2469,206.9
-117.88,34.09,29.0,3416.0,790.0,2223.0,728.0,3.5109,186
-117.86,34.1,23.0,2535.0,490.0,1327.0,466.0,3.5977,180.6
-117.86,34.1,29.0,1185.0,197.0,588.0,196.0,5.0832,196.9
-117.87,34.1,15.0,6409.0,1363.0,3359.0,1267.0,3.875,173.3
-117.84,34.1,17.0,7836.0,1624.0,4419.0,1526.0,3.8465,180.7
-117.85,34.11,27.0,1748.0,403.0,985.0,416.0,3.1133,180.6
-117.87,34.12,33.0,2059.0,361.0,1073.0,339.0,4.2454,183.8
-117.88,34.12,33.0,1485.0,274.0,1006.0,258.0,5.1708,158.5
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,178
-117.87,34.12,34.0,1004.0,220.0,772.0,217.0,3.8571,174.5
-117.87,34.11,23.0,4066.0,819.0,2105.0,737.0,4.6556,199.6
-117.87,34.11,34.0,1324.0,211.0,799.0,228.0,4.5234,192.2
-117.88,34.11,30.0,3082.0,602.0,2008.0,619.0,4.1411,182.7
-117.89,34.12,35.0,1470.0,241.0,885.0,246.0,4.9239,168.8
-117.88,34.12,35.0,1574.0,276.0,1088.0,289.0,4.0938,165.3
-117.89,34.11,36.0,806.0,147.0,446.0,153.0,4.5221,151.3
-117.88,34.11,18.0,2923.0,670.0,1751.0,656.0,3.2383,157
-117.89,34.12,35.0,1447.0,272.0,1224.0,268.0,3.9934,141.9
-117.89,34.12,35.0,1566.0,321.0,1396.0,317.0,4.05,141.3
-117.89,34.11,27.0,2434.0,535.0,1623.0,498.0,3.6875,140.2
-117.9,34.11,37.0,1286.0,255.0,1047.0,249.0,4.2019,140.1
-117.88,34.13,25.0,2559.0,654.0,1674.0,623.0,2.8547,155.6
-117.88,34.12,36.0,2029.0,351.0,1327.0,364.0,4.1836,164.3
-117.89,34.13,34.0,2159.0,386.0,1443.0,385.0,4.1995,147.4
-117.9,34.13,25.0,3076.0,856.0,2868.0,752.0,2.6619,117.6
-117.9,34.13,32.0,1640.0,391.0,1312.0,358.0,2.6292,136.1
-117.9,34.13,5.0,1126.0,316.0,819.0,311.0,1.5,139.8
-117.9,34.13,37.0,1801.0,422.0,1564.0,425.0,3.1597,133
-117.9,34.12,33.0,1788.0,456.0,1787.0,361.0,2.6629,124.1
-117.9,34.12,33.0,1555.0,361.0,1571.0,386.0,4.0529,138.2
-117.9,34.12,35.0,957.0,194.0,804.0,221.0,3.3322,151.4
-117.91,34.13,34.0,1540.0,328.0,1037.0,317.0,2.2132,138.5
-117.92,34.13,42.0,1762.0,398.0,1526.0,365.0,2.8643,132.6
-117.91,34.12,41.0,2673.0,578.0,2259.0,592.0,3.7846,145.5
-117.91,34.12,33.0,1391.0,309.0,1038.0,298.0,4.1944,149.5
-117.92,34.12,32.0,2552.0,576.0,2161.0,548.0,2.9459,144.4
-117.93,34.12,36.0,294.0,67.0,266.0,80.0,3.5385,134.4
-117.9,34.11,23.0,4776.0,1316.0,4797.0,1187.0,2.1667,142.6
-117.91,34.11,20.0,3158.0,684.0,2396.0,713.0,3.525,153
-117.92,34.11,24.0,2838.0,695.0,2151.0,645.0,3.2202,126.2
-117.94,34.1,31.0,1239.0,254.0,929.0,244.0,3.3625,153.4
-117.97,34.11,18.0,123.0,28.0,121.0,26.0,3.0417,137.5
-117.99,34.08,11.0,2399.0,527.0,2307.0,531.0,3.5625,141
-117.99,34.07,31.0,1507.0,369.0,1548.0,347.0,3.4327,147.2
-117.98,34.07,15.0,3543.0,888.0,3131.0,823.0,3.0184,139.4
-117.98,34.07,28.0,441.0,106.0,504.0,108.0,2.9107,152.5
-117.99,34.06,32.0,2491.0,616.0,2660.0,595.0,2.564,145.8
-118.0,34.07,34.0,1696.0,456.0,1609.0,426.0,2.25,138.5
-117.99,34.07,35.0,1681.0,360.0,1648.0,373.0,2.4911,145.9
-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,134.8
-117.97,34.08,8.0,2027.0,480.0,1781.0,447.0,3.0806,142.4
-117.97,34.08,30.0,2227.0,474.0,1961.0,481.0,3.3261,164.1
-117.96,34.07,32.0,2910.0,709.0,2583.0,670.0,3.7736,158.4
-117.97,34.07,20.0,2063.0,496.0,1573.0,468.0,3.2,157.1
-117.97,34.07,22.0,1438.0,364.0,1325.0,335.0,2.7802,162.5
-117.98,34.08,17.0,3640.0,830.0,3537.0,807.0,3.4784,152.2
-117.98,34.1,22.0,5661.0,1209.0,5389.0,1178.0,3.7727,159.7
-117.98,34.09,31.0,3073.0,617.0,2640.0,594.0,3.5,161.3
-117.97,34.09,27.0,3569.0,761.0,3339.0,762.0,4.1304,160.5
-117.95,34.11,29.0,1986.0,448.0,2013.0,432.0,3.1034,140.8
-117.96,34.1,35.0,4036.0,904.0,3878.0,846.0,3.2957,141.6
-117.97,34.1,33.0,1558.0,316.0,1600.0,338.0,2.9712,143.9
-117.97,34.1,26.0,1399.0,277.0,1285.0,276.0,4.0,160.1
-117.96,34.09,30.0,2686.0,613.0,2477.0,573.0,3.4427,160.8
-117.96,34.09,6.0,1954.0,534.0,1584.0,496.0,3.1621,131
-117.96,34.1,30.0,2775.0,657.0,2847.0,642.0,3.2266,141.8
-117.97,34.09,31.0,2779.0,639.0,2259.0,670.0,3.4032,143.4
-117.95,34.09,21.0,2215.0,484.0,1792.0,419.0,2.8375,166.5
-117.95,34.08,34.0,2278.0,476.0,1728.0,448.0,3.125,154.1
-117.95,34.09,18.0,1179.0,324.0,1296.0,331.0,2.851,140.6
-117.96,34.08,39.0,1076.0,338.0,1242.0,332.0,2.2679,151.8
-117.96,34.08,33.0,4151.0,850.0,3563.0,848.0,3.1912,159.9
-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,173.1
-117.94,34.09,21.0,2707.0,675.0,1742.0,626.0,2.1062,176.7
-117.94,34.08,32.0,2704.0,514.0,1669.0,497.0,4.4653,195.4
-117.94,34.08,34.0,1970.0,476.0,1269.0,406.0,4.064,201.2
-117.94,34.08,35.0,2393.0,417.0,1336.0,418.0,4.87,187.7
-117.95,34.08,37.0,1137.0,203.0,672.0,226.0,3.2969,189
-117.95,34.07,37.0,1987.0,399.0,1279.0,378.0,4.1172,176.5
-117.93,34.09,34.0,2192.0,431.0,1376.0,428.0,3.9861,163.9
-117.93,34.09,35.0,782.0,153.0,499.0,163.0,4.2062,161.3
-117.93,34.09,35.0,1891.0,353.0,1093.0,382.0,4.0167,165.5
-117.93,34.09,37.0,1185.0,225.0,769.0,235.0,4.4625,154.2
-117.92,34.08,36.0,1285.0,228.0,679.0,231.0,3.8705,191.9
-117.92,34.08,35.0,2108.0,408.0,1257.0,414.0,4.1312,185.2
-117.93,34.07,34.0,1409.0,305.0,819.0,273.0,3.3977,188.8
-117.93,34.08,36.0,1371.0,246.0,806.0,241.0,4.5078,187.1
-117.93,34.08,35.0,689.0,128.0,379.0,128.0,3.9583,206
-117.93,34.08,36.0,1597.0,285.0,901.0,272.0,4.3947,197
-117.93,34.08,36.0,1788.0,317.0,1139.0,320.0,4.125,185.8
-117.91,34.08,33.0,2325.0,452.0,1170.0,445.0,3.6625,217.1
-117.91,34.08,35.0,1443.0,266.0,861.0,262.0,3.5795,186.9
-117.92,34.08,36.0,1479.0,251.0,741.0,245.0,4.2986,189.6
-117.92,34.08,35.0,1860.0,323.0,1011.0,305.0,3.5536,207
-117.92,34.08,35.0,1897.0,311.0,965.0,323.0,5.7039,199.4
-117.91,34.1,28.0,3694.0,722.0,1999.0,718.0,3.2813,181.1
-117.91,34.09,20.0,4327.0,1037.0,2296.0,963.0,3.0441,185.4
-117.92,34.09,35.0,1810.0,318.0,1164.0,332.0,5.0123,165.7
-117.92,34.1,33.0,1921.0,397.0,1492.0,393.0,4.375,150.5
-117.9,34.1,31.0,3007.0,653.0,1766.0,616.0,3.7083,166
-117.91,34.1,35.0,2746.0,478.0,1779.0,501.0,4.25,166.7
-117.92,34.1,35.0,2994.0,603.0,1933.0,561.0,4.0052,160.7
-117.89,34.1,27.0,3341.0,728.0,1762.0,679.0,2.9437,180.4
-117.89,34.1,35.0,3185.0,544.0,1858.0,564.0,3.8304,175.9
-117.89,34.1,34.0,2048.0,411.0,1456.0,416.0,3.125,168.6
-117.9,34.1,35.0,2739.0,475.0,1481.0,483.0,4.5655,176.6
-117.9,34.09,34.0,1562.0,272.0,825.0,266.0,4.125,220.8
-117.9,34.08,32.0,2068.0,356.0,976.0,370.0,5.212,201.2
-117.89,34.09,37.0,1055.0,280.0,538.0,206.0,2.4167,181.3
-117.89,34.09,35.0,1205.0,330.0,583.0,319.0,2.3971,188.9
-117.89,34.09,37.0,1813.0,394.0,1100.0,375.0,3.4453,176.7
-117.9,34.09,39.0,1726.0,333.0,892.0,335.0,4.3409,191.8
-117.88,34.08,30.0,6132.0,1538.0,3147.0,1449.0,2.7763,187.8
-117.89,34.08,35.0,1711.0,335.0,825.0,356.0,3.5,215.6
-117.89,34.08,25.0,2115.0,489.0,1107.0,477.0,3.1949,207.4
-117.89,34.07,32.0,2374.0,450.0,1580.0,427.0,3.8837,200.3
-117.9,34.08,32.0,5482.0,1251.0,3426.0,1117.0,3.2943,204.4
-117.87,34.06,25.0,3652.0,470.0,1525.0,484.0,10.1248,428.5
-117.88,34.06,23.0,6689.0,1124.0,3081.0,1047.0,5.9254,491.2
-117.9,34.06,35.0,1313.0,194.0,599.0,209.0,7.5,287.2
-117.9,34.06,33.0,1701.0,290.0,831.0,275.0,5.4469,274.7
-117.9,34.06,33.0,1330.0,209.0,578.0,192.0,5.6406,266.2
-117.89,34.07,35.0,1439.0,261.0,804.0,271.0,3.9808,188.6
-117.9,34.07,35.0,1646.0,294.0,1056.0,280.0,3.055,172
-117.89,34.07,35.0,834.0,137.0,392.0,123.0,4.5179,218.8
-117.9,34.06,34.0,2956.0,469.0,1488.0,464.0,5.3664,268.3
-117.9,34.07,36.0,1009.0,164.0,466.0,149.0,5.8519,249.4
-117.91,34.07,36.0,1390.0,270.0,887.0,266.0,5.0897,189
-117.91,34.07,33.0,2938.0,561.0,1519.0,549.0,4.5594,204.2
-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547,197.6
-117.92,34.07,36.0,1057.0,207.0,658.0,207.0,4.7708,191.7
-117.92,34.07,29.0,1699.0,399.0,1052.0,411.0,3.2122,195.5
-117.91,34.06,29.0,3250.0,521.0,1382.0,513.0,5.112,218.3
-117.92,34.06,35.0,2894.0,467.0,1420.0,479.0,5.184,224.9
-117.93,34.06,37.0,1505.0,262.0,798.0,259.0,5.4635,202.1
-117.93,34.06,35.0,1022.0,183.0,628.0,187.0,3.9375,187.5
-117.93,34.05,36.0,1340.0,221.0,848.0,244.0,4.1731,205.1
-117.93,34.05,32.0,3055.0,623.0,1902.0,565.0,4.2926,190.7
-117.92,34.07,38.0,175.0,22.0,129.0,20.0,9.7066,182.5
-117.93,34.06,28.0,3342.0,688.0,2210.0,647.0,3.4596,202.8
-117.95,34.05,34.0,1428.0,227.0,890.0,249.0,5.8722,204.8
-117.94,34.06,32.0,3418.0,662.0,2003.0,622.0,4.0333,210.2
-117.94,34.06,34.0,1921.0,422.0,1230.0,447.0,3.6648,193.9
-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,207.3
-117.94,34.07,25.0,1814.0,404.0,1187.0,363.0,3.3523,170.8
-117.95,34.07,37.0,1375.0,260.0,951.0,272.0,3.2083,195.2
-117.95,34.06,32.0,2252.0,415.0,1370.0,411.0,4.6312,184.8
-117.96,34.07,35.0,2819.0,529.0,1508.0,485.0,4.6118,191.7
-117.96,34.06,34.0,2226.0,381.0,1464.0,365.0,4.4102,183.2
-117.96,34.06,31.0,2017.0,462.0,1462.0,457.0,2.067,167.3
-117.97,34.05,33.0,1452.0,268.0,1274.0,278.0,3.6563,162.7
-117.97,34.06,34.0,3580.0,684.0,2786.0,636.0,4.0469,166.8
-117.98,34.06,33.0,1353.0,228.0,1079.0,237.0,4.5417,160.3
-117.98,34.06,36.0,2391.0,407.0,1967.0,398.0,4.0274,160.7
-117.98,34.05,35.0,2342.0,426.0,2176.0,416.0,3.7454,156.9
-117.99,34.05,35.0,1792.0,317.0,1441.0,306.0,3.7917,151.1
-117.97,34.05,33.0,2028.0,422.0,1727.0,371.0,2.8438,157.6
-117.97,34.05,36.0,931.0,160.0,746.0,201.0,3.1667,158
-117.97,34.05,36.0,1299.0,206.0,763.0,216.0,3.5179,161.4
-117.97,34.05,34.0,2050.0,495.0,1832.0,465.0,2.8333,155.7
-117.98,34.05,33.0,1560.0,315.0,1467.0,313.0,4.1429,159.8
-117.98,34.04,34.0,2547.0,537.0,2108.0,498.0,3.4722,154.6
-117.97,34.04,32.0,1507.0,295.0,1326.0,324.0,4.119,163.3
-117.97,34.04,28.0,1686.0,417.0,1355.0,388.0,2.5192,157.3
-117.96,34.03,35.0,1623.0,331.0,1462.0,312.0,3.9803,152.6
-117.95,34.03,33.0,1453.0,326.0,1609.0,319.0,3.7578,155.8
-117.95,34.03,35.0,804.0,159.0,727.0,179.0,2.7361,145.7
-117.96,34.05,35.0,1254.0,263.0,1092.0,268.0,4.6364,163.1
-117.96,34.05,36.0,1475.0,270.0,1149.0,284.0,3.0904,158.6
-117.95,34.05,35.0,1309.0,276.0,1113.0,253.0,4.375,156.5
-117.95,34.04,36.0,1044.0,200.0,982.0,205.0,4.7679,153.9
-117.96,34.04,35.0,1141.0,212.0,924.0,212.0,3.1591,148.3
-117.96,34.04,33.0,1458.0,268.0,1115.0,257.0,4.7955,158.1
-117.96,34.04,34.0,1381.0,265.0,1020.0,268.0,4.025,146.9
-117.96,34.05,32.0,1993.0,388.0,1385.0,380.0,3.7258,181.9
-117.94,34.05,34.0,1729.0,324.0,1341.0,324.0,3.7708,163.5
-117.94,34.04,36.0,1431.0,354.0,1367.0,334.0,3.5592,160.2
-117.94,34.04,34.0,1403.0,274.0,977.0,257.0,3.8409,163
-117.94,34.05,34.0,1519.0,304.0,1262.0,300.0,3.3409,161.2
-117.95,34.05,31.0,2349.0,539.0,2028.0,521.0,3.494,154.5
-117.94,34.04,33.0,1493.0,331.0,1571.0,354.0,3.8864,158.9
-117.95,34.04,27.0,2610.0,846.0,2296.0,750.0,2.274,150.8
-117.94,34.03,35.0,1499.0,289.0,1112.0,268.0,3.83,149
-117.94,34.03,35.0,1375.0,249.0,1015.0,239.0,4.0521,151.8
-117.95,34.03,33.0,1782.0,394.0,1517.0,376.0,3.3389,157.9
-117.93,34.01,23.0,3188.0,836.0,3883.0,840.0,2.1863,157.6
