x,y,group
6.4894,5.2873,population_1
5.7408,5.7488,population_1
6.0627,4.3332,population_1
6.1075,4.8468,population_1
6.2151,4.1759,population_1
6.7725,3.7513,population_1
6.5551,5.3335,population_1
6.0442,5.1855,population_1
5.1909,5.6877,population_1
6.0677,5.5461,population_1
5.972,5.2426,population_1
6.1932,5.5566,population_1
8.2065,4.9573,population_1
5.4762,5.4129,population_1
6.4223,4.2739,population_1
7.0685,5.3697,population_1
6.098,5.6684,population_1
8.3378,4.3303,population_1
5.622,5.0518,population_1
6.3241,4.3764,population_1
5.2012,4.4735,population_1
5.6485,3.8751,population_1
6.2489,6.2658,population_1
6.8463,6.0657,population_1
6.3191,5.5374,population_1
7.2591,6.9722,population_1
5.905,4.8108,population_1
5.6678,8.0318,population_1
8.704,4.7725,population_1
6.3942,5.2552,population_1
5.2805,4.6022,population_1
5.3057,5.3723,population_1
5.0573,5.8356,population_1
6.9366,4.8861,population_1
5.6356,6.7767,population_1
6.1274,5.2391,population_1
5.9365,5.2705,population_1
6.7315,4.091,population_1
5.1533,5.4185,population_1
4.9244,4.866,population_1
6.2243,4.3918,population_1
6.601,4.2235,population_1
6.3325,7.6718,population_1
5.1905,4.7365,population_1
6.6775,3.543,population_1
5.2561,4.3018,population_1
5.4785,4.9484,population_1
5.056,5.5467,population_1
7.3012,5.5548,population_1
6.6334,5.6766,population_1
6.605,4.3551,population_1
7.2472,5.3404,population_1
8.8126,4.1239,population_1
4.2908,4.3804,population_1
5.2616,4.0823,population_1
5.3838,3.8116,population_1
5.1492,6.0642,population_1
4.9224,5.6886,population_1
5.7003,5.9767,population_1
4.7834,5.0393,population_1
6.335,5.7768,population_1
6.0517,3.2387,population_1
6.481,5.8631,population_1
6.5077,5.1771,population_1
6.603,5.6271,population_1
5.6266,5.38,population_1
8.1211,4.0129,population_1
6.2344,3.502,population_1
4.1375,4.2879,population_1
4.9976,5.5649,population_1
4.2595,5.6901,population_1
6.0173,3.6321,population_1
5.8782,4.0189,population_1
5.5316,4.2768,population_1
8.0109,4.6427,population_1
6.549,3.6379,population_1
6.7261,3.5779,population_1
5.0689,4.1782,population_1
5.0009,5.0863,population_1
6.0368,3.8194,population_1
6.173,4.8842,population_1
4.1437,6.0586,population_1
5.8197,3.6982,population_1
6.0141,4.7936,population_1
5.7849,6.0248,population_1
5.1866,4.5817,population_1
5.4605,4.4263,population_1
5.8231,6.1635,population_1
6.0908,4.6938,population_1
6.6048,6.1045,population_1
7.0809,5.429,population_1
5.7057,4.6572,population_1
5.5438,5.4797,population_1
6.4377,5.3204,population_1
6.6108,6.0209,population_1
5.5658,4.4517,population_1
6.7904,5.0412,population_1
6.9796,4.9385,population_1
7.2917,5.7041,population_1
7.7783,3.9748,population_1
5.1336,6.017,population_1
6.0139,5.4663,population_1
6.0113,3.6831,population_1
5.9019,6.2083,population_1
5.3507,7.2341,population_1
4.5144,6.0018,population_1
6.0927,6.427,population_1
5.2316,5.0854,population_1
6.086,3.3385,population_1
5.206,3.1559,population_1
4.9003,5.2551,population_1
6.2343,4.408,population_1
6.1509,4.0854,population_1
6.5793,4.9373,population_1
8.1859,5.6156,population_1
6.2773,3.5472,population_1
6.4851,4.5511,population_1
4.9224,6.5099,population_1
4.7131,3.9247,population_1
7.5828,5.8698,population_1
5.0765,4.5153,population_1
4.9561,5.5458,population_1
5.9609,6.0973,population_1
5.9098,5.7413,population_1
5.0975,5.9092,population_1
5.695,3.8484,population_1
7.2294,6.1137,population_1
5.194,4.1473,population_1
4.6063,5.2595,population_1
6.9426,5.2582,population_1
6.4923,5.4851,population_1
5.3795,5.337,population_1
4.4178,4.1562,population_1
5.2554,3.6501,population_1
5.9453,5.8723,population_1
7.1657,5.1858,population_1
4.9634,6.1494,population_1
5.9155,4.9553,population_1
6.6751,3.5948,population_1
3.6187,5.9661,population_1
7.0338,4.6296,population_1
4.8175,5.342,population_1
6.332,4.3525,population_1
6.2467,6.6443,population_1
7.0846,4.1234,population_1
6.5509,4.6626,population_1
3.6227,5.1074,population_1
5.2152,3.9078,population_1
6.1382,5.3305,population_1
5.805,6.6119,population_1
6.4776,4.5095,population_1
6.7894,5.3951,population_1
6.6085,2.2506,population_1
5.7857,4.9611,population_1
4.1537,4.687,population_1
5.5445,4.1815,population_1
6.4164,6.0815,population_1
4.9096,4.6738,population_1
6.6313,4.8225,population_1
6.9084,4.6228,population_1
6.1269,3.0832,population_1
2.9362,3.868,population_1
4.7219,5.9611,population_1
7.8862,2.89,population_1
5.4535,4.2337,population_1
4.0159,4.6003,population_1
7.2352,6.7436,population_1
6.0134,5.7686,population_1
7.1049,4.4428,population_1
6.277,6.3045,population_1
6.4586,4.2595,population_1
6.363,6.0091,population_1
6.6975,3.6411,population_1
8.2774,6.0733,population_1
6.971,4.5939,population_1
4.4197,3.9715,population_1
6.4467,4.7829,population_1
7.1415,5.2773,population_1
7.2027,4.5053,population_1
5.5734,5.554,population_1
7.1649,4.417,population_1
6.9277,5.6204,population_1
8.5725,5.4422,population_1
5.25,4.9391,population_1
5.4926,4.5586,population_1
5.6939,5.1515,population_1
5.5098,5.5503,population_1
5.11,7.0618,population_1
3.2373,5.9394,population_1
5.5653,5.976,population_1
6.3694,8.0885,population_1
5.5068,5.516,population_1
7.9354,5.4846,population_1
6.0134,5.704,population_1
7.291,3.991,population_1
6.2614,4.5561,population_1
6.8264,4.4938,population_1
6.2792,5.6476,population_1
7.3688,4.8258,population_1
6.0559,5.1382,population_1
6.4961,6.0875,population_1
6.3663,5.8632,population_1
5.7117,4.8383,population_1
6.405,4.33,population_1
8.2344,6.1353,population_1
5.7296,5.7739,population_1
6.4195,3.3937,population_1
7.2578,4.6868,population_1
7.1403,5.1655,population_1
6.0117,5.7788,population_1
3.6166,5.9101,population_1
6.5167,5.2839,population_1
3.7805,5.5852,population_1
7.4699,5.0641,population_1
6.1695,4.3261,population_1
6.9997,4.7387,population_1
5.0979,5.019,population_1
4.4475,4.9653,population_1
6.2608,3.1144,population_1
5.9664,4.6025,population_1
5.5085,5.0562,population_1
6.0847,4.7186,population_1
8.7674,4.7532,population_1
6.8345,5.488,population_1
7.0495,3.921,population_1
6.8439,3.372,population_1
7.4795,4.6518,population_1
5.8099,5.7641,population_1
3.9452,6.6876,population_1
5.8114,5.7821,population_1
6.8117,3.5317,population_1
5.0302,4.7676,population_1
5.8236,5.2566,population_1
5.3082,5.1776,population_1
7.502,5.5393,population_1
6.7495,4.083,population_1
6.6515,5.0649,population_1
6.6216,5.4203,population_1
5.9628,5.8257,population_1
6.1976,4.1943,population_1
4.8148,4.6548,population_1
3.8136,2.2962,population_1
6.1501,4.3785,population_1
6.324,4.4756,population_1
7.2093,3.9804,population_1
7.5713,5.1656,population_1
7.57,4.9441,population_1
5.002,2.7408,population_1
5.6477,5.2155,population_1
6.4803,4.0717,population_1
8.5319,5.4857,population_1
7.4801,3.7181,population_1
7.1194,5.03,population_1
5.6122,4.7168,population_1
5.1168,5.3031,population_1
6.7889,5.1247,population_1
4.8993,4.7448,population_1
5.7616,3.4637,population_1
5.8852,3.5228,population_1
7.5929,4.4161,population_1
5.6453,4.9917,population_1
3.5608,4.3918,population_1
6.5044,5.6252,population_1
5.301,4.7208,population_1
6.0426,4.035,population_1
5.9133,4.7219,population_1
5.7263,5.2259,population_1
6.7903,5.3249,population_1
4.4671,6.8784,population_1
5.483,4.3311,population_1
6.684,4.9265,population_1
5.3859,5.4261,population_1
4.3912,4.9766,population_1
6.6686,4.4994,population_1
7.1231,3.4507,population_1
5.955,4.4892,population_1
4.0392,3.9263,population_1
6.706,3.2734,population_1
4.3401,4.2043,population_1
6.3088,3.9529,population_1
5.1125,5.5838,population_1
4.8402,5.6011,population_1
5.5581,4.0961,population_1
5.8167,4.7398,population_1
5.3558,3.1418,population_1
6.5887,4.5057,population_1
5.5539,5.399,population_1
6.9802,5.8249,population_1
6.2812,4.287,population_1
5.3024,6.0519,population_1
5.1341,3.4843,population_1
4.3525,3.7524,population_1
6.2907,5.7097,population_1
5.6454,6.6711,population_1
3.6278,5.4934,population_1
5.4643,4.9597,population_1
5.099,2.8048,population_1
7.5757,2.9776,population_1
4.2972,5.1294,population_1
4.5586,4.6419,population_1
7.11,3.8942,population_1
7.3568,5.0655,population_1
5.255,5.1151,population_1
5.3679,5.9444,population_1
6.6162,5.1366,population_1
3.6729,6.2284,population_1
4.1388,5.008,population_1
5.7193,4.8847,population_1
7.5499,6.0643,population_1
5.5643,4.0216,population_1
6.1009,7.8144,population_1
7.1338,5.3753,population_1
8.1069,5.3808,population_1
5.4232,5.5251,population_1
5.9832,6.8771,population_1
7.8221,5.7925,population_1
4.4778,3.3949,population_1
7.0276,6.4035,population_1
4.9817,4.6591,population_1
6.1025,5.1072,population_1
5.7574,3.7207,population_1
5.042,5.5262,population_1
5.0169,4.3486,population_1
6.2764,5.1002,population_1
6.9955,4.7159,population_1
5.8703,6.925,population_1
6.0701,6.9823,population_1
6.5712,5.0465,population_1
5.0284,5.064,population_1
6.7397,4.6266,population_1
6.8193,6.106,population_1
8.6036,4.6711,population_1
5.6239,4.5787,population_1
5.5419,5.9786,population_1
6.769,4.4617,population_1
6.8191,4.9622,population_1
5.4649,3.4187,population_1
5.5968,5.7042,population_1
6.5411,6.9409,population_1
5.1724,5.7212,population_1
5.5895,6.4618,population_1
6.0896,4.1539,population_1
6.9959,5.2363,population_1
5.3954,4.0568,population_1
4.1576,4.7722,population_1
4.0834,5.7722,population_1
4.7406,5.1018,population_1
4.6868,3.5874,population_1
5.8454,3.685,population_1
4.8111,3.6188,population_1
5.2972,5.4915,population_1
5.2259,7.0639,population_1
5.5595,6.3625,population_1
7.3225,3.104,population_1
6.6619,6.4211,population_1
6.0161,5.9364,population_1
5.539,3.4547,population_1
5.5668,4.6968,population_1
6.3277,6.0955,population_1
6.5842,5.5504,population_1
5.0924,3.6909,population_1
6.0365,5.6107,population_1
3.9684,2.8625,population_1
6.2117,4.7772,population_1
6.7621,6.138,population_1
5.7199,5.0184,population_1
7.8165,4.5011,population_1
5.1188,5.8893,population_1
6.2174,5.9748,population_1
5.9642,6.31,population_1
5.8997,5.8743,population_1
5.8857,6.0814,population_1
6.1071,5.7329,population_1
6.848,5.2655,population_1
7.3777,5.0895,population_1
5.9977,4.7627,population_1
6.8153,3.7876,population_1
5.2982,4.0447,population_1
6.766,4.718,population_1
5.238,5.2415,population_1
7.0907,6.4408,population_1
8.2106,4.9582,population_1
5.8779,6.0035,population_1
3.8075,6.0793,population_1
5.4519,4.7686,population_1
7.2319,5.5947,population_1
6.5531,4.7565,population_1
6.2489,6.3221,population_1
7.0087,5.6358,population_1
6.4845,3.8095,population_1
7.2177,5.1615,population_1
6.9194,6.6481,population_1
7.5217,4.8188,population_1
6.3588,5.4477,population_1
6.9053,5.5459,population_1
5.6929,3.9634,population_1
5.3985,5.5107,population_1
7.7068,3.6062,population_1
6.2162,4.3744,population_1
6.8049,6.0757,population_1
6.1237,5.3568,population_1
5.4135,4.6955,population_1
6.011,5.4465,population_1
7.436,4.9399,population_1
6.5552,5.0126,population_1
4.2885,5.6568,population_1
5.7848,4.2726,population_1
7.7823,5.0403,population_1
5.7862,4.6877,population_1
4.1995,3.4144,population_1
7.893,4.0795,population_1
6.6824,6.5682,population_1
5.93,5.3847,population_1
5.6286,3.6764,population_1
7.0824,3.4596,population_1
5.458,4.8878,population_1
7.1483,6.5612,population_1
6.5422,4.8132,population_1
6.2447,6.307,population_1
6.1455,5.3519,population_1
5.825,5.4713,population_1
7.0456,3.6643,population_1
5.1347,5.9375,population_1
4.3781,4.6651,population_1
6.6144,5.8631,population_1
6.6312,4.1858,population_1
6.4802,5.177,population_1
6.4077,5.352,population_1
5.6795,4.846,population_1
6.7875,5.4045,population_1
5.9544,4.7336,population_1
5.5129,4.3509,population_1
5.6881,6.6055,population_1
8.0206,6.049,population_1
4.265,4.2391,population_1
6.4998,5.5684,population_1
4.3209,4.2573,population_1
5.8918,3.8153,population_1
5.5664,6.0338,population_1
3.915,3.2959,population_1
6.389,5.9269,population_1
5.62,4.7473,population_1
3.9008,4.7885,population_1
6.8396,5.4098,population_1
7.435,5.5812,population_1
7.4901,4.1737,population_1
6.359,5.7177,population_1
6.0461,5.1134,population_1
7.3282,3.7439,population_1
7.6824,4.8301,population_1
7.1336,6.3813,population_1
5.0585,6.6766,population_1
6.2013,5.7173,population_1
6.4395,3.8097,population_1
4.1904,5.4906,population_1
6.4694,5.8509,population_1
8.273,5.7257,population_1
6.6399,5.785,population_1
7.4734,5.3633,population_1
6.1829,4.9276,population_1
5.9268,4.3916,population_1
6.3813,3.1021,population_1
5.1842,5.3396,population_1
5.0362,5.1861,population_1
7.2663,5.5576,population_1
7.3723,3.6625,population_1
5.0089,5.645,population_1
6.968,7.0545,population_1
5.913,5.0785,population_1
6.3398,4.9383,population_1
6.4602,5.309,population_1
6.9944,7.0323,population_1
6.0827,3.9764,population_1
7.4102,5.2032,population_1
6.3094,4.2003,population_1
6.6242,4.453,population_1
5.1667,4.9504,population_1
8.1587,6.3473,population_1
6.4698,6.801,population_1
6.713,5.4481,population_1
4.3918,4.6234,population_1
5.1773,7.4927,population_1
7.2379,4.5724,population_1
6.2869,4.4289,population_1
4.0862,3.2251,population_1
7.0383,6.3961,population_1
5.4562,5.9682,population_1
7.4113,7.4178,population_1
5.9122,3.6105,population_1
6.2047,6.4582,population_1
7.179,5.0701,population_1
5.1025,5.8061,population_1
5.0072,3.3522,population_1
5.8035,6.4681,population_1
6.8272,5.7865,population_1
4.6691,4.9611,population_1
4.332,5.6451,population_1
6.8237,4.2345,population_1
5.397,4.4206,population_1
5.6078,4.5366,population_1
4.1432,3.1473,population_1
5.321,5.8618,population_1
5.9924,6.1916,population_1
6.9304,4.2987,population_1
5.2288,5.3482,population_1
7.6574,4.7345,population_1
5.3154,5.3283,population_1
5.3169,4.3724,population_1
7.5374,4.1166,population_1
6.2115,6.0521,population_1
5.448,4.9361,population_1
5.8449,7.0221,population_1
7.3531,5.0463,population_1
7.4662,4.0739,population_1
5.1832,6.2269,population_1
5.9576,5.6308,population_1
6.0902,5.7269,population_1
5.0138,6.1906,population_1
5.9443,4.3472,population_1
6.0053,4.8727,population_1
7.1402,4.8286,population_1
7.2074,3.7093,population_1
5.6708,4.7364,population_1
5.786,6.3364,population_1
6.6643,5.2373,population_1
5.4148,3.6539,population_1
6.5886,3.4442,population_1
5.9121,6.6648,population_1
5.0306,4.9097,population_1
5.0432,4.3526,population_1
7.4471,4.726,population_1
5.8436,3.5227,population_1
7.6404,6.4231,population_1
5.4864,4.6069,population_1
6.2912,6.3674,population_1
8.3927,5.0517,population_1
4.9426,6.4295,population_1
4.1022,5.2567,population_1
7.2866,5.8532,population_1
5.1732,5.7191,population_1
5.9793,5.6233,population_1
5.4141,5.3479,population_1
6.2682,4.7671,population_1
5.0495,6.9154,population_1
5.8201,4.0931,population_1
6.4498,5.0043,population_1
4.9917,5.0149,population_1
5.2999,5.4024,population_1
5.6526,4.5705,population_1
4.5712,5.3147,population_1
5.5774,4.8312,population_1
6.1188,3.418,population_1
5.6005,5.0096,population_1
5.7286,3.8994,population_1
5.9801,3.2656,population_1
5.3443,5.1369,population_1
6.6911,5.4879,population_1
7.436,5.5267,population_1
5.5356,5.5672,population_1
6.4852,3.0674,population_1
5.7604,3.639,population_1
6.3655,6.9735,population_1
7.5658,3.9528,population_1
6.5087,5.6108,population_1
4.2266,4.3131,population_1
6.454,5.0797,population_1
7.2329,4.3667,population_1
5.7784,5.5615,population_1
6.9956,5.1368,population_1
5.3099,4.5517,population_1
4.5145,3.9498,population_1
6.1412,5.2678,population_1
4.2435,3.7873,population_1
5.7602,5.4275,population_1
7.2868,7.6265,population_1
4.0902,6.3502,population_1
4.7205,5.7183,population_1
4.968,4.9144,population_1
5.9367,3.0612,population_1
5.6343,3.6777,population_1
7.3991,6.2828,population_1
6.9543,4.2102,population_1
6.4953,4.3007,population_1
6.1456,4.8343,population_1
6.3932,3.938,population_1
5.138,3.7732,population_1
6.8572,4.9495,population_1
4.888,4.1085,population_1
6.8354,4.259,population_1
7.1861,4.2188,population_1
6.2109,5.5224,population_1
5.8238,4.7679,population_1
6.4003,4.8214,population_1
3.1385,5.5969,population_1
6.3023,4.858,population_1
5.8866,4.7217,population_1
5.9494,5.4705,population_1
6.7065,5.6682,population_1
5.9252,4.8529,population_1
4.8598,5.0806,population_1
5.8586,4.2182,population_1
6.0676,4.1393,population_1
6.1149,5.7691,population_1
6.1619,5.4449,population_1
7.0394,5.4553,population_1
4.914,5.2809,population_1
6.1757,5.0462,population_1
7.2899,5.6964,population_1
4.2654,5.9351,population_1
6.1796,5.9112,population_1
5.4146,4.8992,population_1
5.6293,6.387,population_1
5.0952,5.2285,population_1
5.8304,5.6324,population_1
7.8413,5.2821,population_1
4.7356,5.247,population_1
4.8304,4.2642,population_1
4.6981,5.7014,population_1
7.7274,7.8453,population_1
5.5377,4.6252,population_1
5.9744,5.071,population_1
5.5972,4.5538,population_1
5.0556,4.512,population_1
5.7648,6.5444,population_1
8.4582,4.327,population_1
7.3921,4.5259,population_1
5.1471,3.4125,population_1
6.6476,4.2424,population_1
5.1685,3.2916,population_1
4.2236,5.6318,population_1
7.0195,7.7997,population_1
7.1601,4.6333,population_1
7.0461,3.3332,population_1
5.5301,5.9,population_1
5.8332,4.2731,population_1
6.7498,6.2993,population_1
6.3915,4.718,population_1
5.6064,4.3682,population_1
4.3809,4.822,population_1
6.1139,5.7578,population_1
7.079,4.7726,population_1
4.8024,4.5033,population_1
6.6388,4.8012,population_1
6.3315,3.7281,population_1
6.7501,5.397,population_1
6.872,3.2133,population_1
5.3055,4.5559,population_1
4.383,5.7594,population_1
5.4665,5.303,population_1
6.8891,5.5903,population_1
5.458,4.935,population_1
5.306,6.1697,population_1
4.1786,5.9247,population_1
7.7526,5.4461,population_1
6.8257,5.9275,population_1
6.7699,5.7504,population_1
6.9677,4.5605,population_1
6.5767,3.6561,population_1
5.7557,5.4204,population_1
5.8362,5.5461,population_1
5.5724,6.0905,population_1
8.6347,4.0637,population_1
6.5559,4.0936,population_1
5.5362,5.4599,population_1
6.4655,4.9288,population_1
4.9891,3.1142,population_1
7.5045,5.3751,population_1
5.3389,3.1476,population_1
6.5011,4.0547,population_1
7.066,6.3517,population_1
6.3848,6.8249,population_1
6.0945,3.7843,population_1
6.0108,4.6706,population_1
5.9436,5.0426,population_1
5.4233,6.7812,population_1
5.5505,4.5071,population_1
7.4796,4.5231,population_1
5.8915,6.5487,population_1
5.2142,4.6252,population_1
5.4837,5.7222,population_1
7.1004,3.5229,population_1
6.6756,4.8288,population_1
6.5603,3.3404,population_1
5.7425,3.9446,population_1
6.5734,5.8392,population_1
5.3564,4.9501,population_1
5.7404,4.6809,population_1
6.9698,4.2513,population_1
6.8743,4.7793,population_1
5.0181,5.3011,population_1
5.1445,5.9829,population_1
6.1087,2.3749,population_1
7.7261,4.1682,population_1
4.0844,5.1591,population_1
6.2783,4.9011,population_1
4.624,5.4034,population_1
5.3657,5.2675,population_1
5.6356,4.6951,population_1
5.5795,4.4731,population_1
5.4662,4.7545,population_1
6.0072,6.1487,population_1
5.4647,4.268,population_1
4.5375,4.9372,population_1
6.7799,5.1833,population_1
6.7529,6.5604,population_1
6.8432,4.6997,population_1
4.4593,5.9588,population_1
6.2989,6.232,population_1
6.676,4.9362,population_1
4.9688,4.7893,population_1
6.0092,4.6709,population_1
5.8837,4.7442,population_1
7.8422,5.8542,population_1
7.9245,5.231,population_1
4.3356,5.2353,population_1
8.4939,3.8748,population_1
5.0848,4.0325,population_1
6.9807,7.1434,population_1
6.9705,4.8222,population_1
5.0043,4.2252,population_1
6.4933,6.4311,population_1
5.8925,5.2818,population_1
6.5543,5.5782,population_1
6.2307,4.862,population_1
7.1963,4.6813,population_1
6.0754,4.8304,population_1
5.8321,3.6173,population_1
7.0961,4.9121,population_1
6.5804,5.296,population_1
6.7318,6.8505,population_1
5.3354,5.086,population_1
4.9547,2.6658,population_1
5.4323,4.906,population_1
5.3792,7.7395,population_1
6.7862,5.8664,population_1
6.976,4.1891,population_1
5.8449,5.5911,population_1
7.4309,4.258,population_1
7.3685,3.6462,population_1
6.2434,4.6516,population_1
5.1781,5.0915,population_1
7.5754,3.1278,population_1
5.939,3.8508,population_1
6.1262,5.0103,population_1
5.6604,4.5918,population_1
5.1102,5.3948,population_1
4.5314,3.7853,population_1
6.6329,5.7141,population_1
5.2166,3.8162,population_1
9.0595,6.6427,population_1
4.9139,3.2842,population_1
4.7426,3.9074,population_1
6.5101,5.4174,population_1
7.5293,6.6642,population_1
6.0646,5.315,population_1
6.5722,5.5629,population_1
4.1565,5.0175,population_1
5.3225,3.9736,population_1
4.9264,4.5099,population_1
4.105,3.7881,population_1
6.117,3.7213,population_1
3.7572,5.4017,population_1
4.6778,3.8768,population_1
5.4628,5.3196,population_1
5.1687,3.6982,population_1
6.3964,5.2964,population_1
6.3056,4.5113,population_1
6.8938,6.4066,population_1
6.7524,5.3237,population_1
7.1408,6.2358,population_1
5.9981,4.2444,population_1
6.3035,5.0561,population_1
6.5115,4.0189,population_1
6.1417,4.5864,population_1
5.6028,4.7379,population_1
5.6676,4.2741,population_1
5.1824,3.7845,population_1
6.4216,3.5865,population_1
5.906,2.6603,population_1
5.3368,3.9437,population_1
5.3378,5.6275,population_1
4.7896,3.4015,population_1
6.9788,3.6319,population_1
6.0786,6.7909,population_1
5.1372,4.3635,population_1
6.8085,5.321,population_1
5.4396,5.6423,population_1
4.5935,5.6625,population_1
7.0212,3.4777,population_1
5.4629,4.7689,population_1
5.5911,3.3818,population_1
6.0412,7.4463,population_1
7.1426,3.4051,population_1
6.02,3.9522,population_1
4.8009,3.9594,population_1
6.5439,3.5033,population_1
5.515,6.3526,population_1
7.8879,7.4224,population_1
5.9989,4.5243,population_1
3.765,3.6796,population_1
6.3574,2.7631,population_1
7.9446,4.7559,population_1
7.5759,4.6836,population_1
7.831,4.3487,population_1
4.9802,5.2214,population_1
6.9122,5.3952,population_1
5.278,5.3231,population_1
6.2243,4.6839,population_1
4.727,3.8984,population_1
5.3555,5.6658,population_1
5.3238,5.0125,population_1
6.8986,5.8884,population_1
6.8007,5.7901,population_1
6.2768,3.5782,population_1
4.6496,3.5658,population_1
5.6884,4.2445,population_1
5.2539,3.9437,population_1
6.8697,5.7553,population_1
7.1782,5.3513,population_1
7.0564,6.0992,population_1
5.2448,5.3965,population_1
3.2605,5.2086,population_1
4.233,6.1997,population_1
7.4216,5.4697,population_1
5.5987,5.0681,population_1
5.2493,6.4805,population_1
7.6427,5.1152,population_1
7.2652,4.6957,population_1
6.0244,4.1622,population_1
5.7066,5.703,population_1
5.8679,6.2371,population_1
6.2272,4.9494,population_1
7.6,6.3079,population_1
6.4225,3.03,population_1
6.726,4.9445,population_1
7.1693,4.9599,population_1
4.8303,4.273,population_1
6.7549,7.3839,population_1
5.7054,4.9338,population_1
3.4839,4.5923,population_1
3.8718,5.026,population_1
0.9986,6.065,population_2
1.6201,4.0801,population_2
2.4916,1.875,population_2
1.6855,4.6089,population_2
1.5856,3.0959,population_2
2.6548,3.3367,population_2
2.6701,4.6266,population_2
2.2585,4.2546,population_2
1.7724,3.5119,population_2
1.8803,3.3504,population_2
1.5979,4.1258,population_2
1.5026,3.5905,population_2
1.4778,2.8908,population_2
1.691,3.6674,population_2
1.4826,4.3396,population_2
1.2181,3.8219,population_2
2.1097,2.5865,population_2
2.1173,4.9891,population_2
2.8504,1.2612,population_2
1.6658,3.5536,population_2
2.1481,3.3798,population_2
2.1564,4.1482,population_2
1.8731,4.5617,population_2
2.3722,5.1268,population_2
2.3876,3.2876,population_2
2.1637,4.5866,population_2
1.8722,4.1958,population_2
1.8212,2.2885,population_2
1.3161,5.9005,population_2
1.597,2.5612,population_2
1.689,4.4195,population_2
1.438,4.39,population_2
2.22,4.2756,population_2
2.5983,3.5054,population_2
1.546,4.8273,population_2
2.1417,2.4396,population_2
1.4829,3.9342,population_2
1.8475,3.4361,population_2
1.6548,3.3227,population_2
2.3009,4.4287,population_2
1.6606,5.0775,population_2
2.5058,3.6567,population_2
1.8771,4.7807,population_2
1.6752,4.0497,population_2
1.3733,3.1073,population_2
2.1266,3.742,population_2
2.4476,3.7005,population_2
2.1367,3.3033,population_2
3.1194,4.4285,population_2
2.7149,4.2346,population_2
1.8462,2.4094,population_2
1.841,2.3485,population_2
2.2348,4.4247,population_2
1.581,3.1847,population_2
2.5831,4.302,population_2
2.1808,4.7809,population_2
2.1282,2.729,population_2
2.3435,2.5885,population_2
2.8614,5.6744,population_2
2.0855,4.3516,population_2
1.9435,3.5808,population_2
2.7544,3.0661,population_2
2.4838,3.4896,population_2
1.8395,2.8094,population_2
2.0026,4.8834,population_2
2.0977,3.2232,population_2
2.1809,5.0935,population_2
1.3217,3.5994,population_2
1.2288,2.9566,population_2
1.5563,3.5737,population_2
1.5176,1.3758,population_2
1.6781,3.8792,population_2
2.3174,3.8299,population_2
1.9155,4.8247,population_2
2.0982,2.1137,population_2
1.3878,5.1619,population_2
1.7692,4.8206,population_2
2.2936,5.252,population_2
2.2975,3.9473,population_2
1.6377,5.0139,population_2
2.0808,2.5288,population_2
3.0994,4.713,population_2
1.9912,3.2288,population_2
1.6534,2.3486,population_2
1.9131,2.8759,population_2
2.0461,4.0055,population_2
1.9244,3.1757,population_2
1.9843,4.3761,population_2
1.2783,2.1918,population_2
1.5187,1.8729,population_2
1.9253,5.3724,population_2
1.9174,4.9038,population_2
1.7169,2.9507,population_2
1.9115,3.997,population_2
2.0305,5.0195,population_2
2.4447,4.4192,population_2
1.9504,4.1482,population_2
2.1996,5.0952,population_2
1.7292,3.2693,population_2
2.286,4.0312,population_2
2.1879,3.9822,population_2
2.4329,3.7272,population_2
2.3567,3.6102,population_2
2.2944,4.0729,population_2
1.9508,4.0344,population_2
2.1225,2.9516,population_2
2.5318,4.8018,population_2
1.674,3.0236,population_2
1.6858,3.7818,population_2
2.0907,3.7047,population_2
2.2076,4.3581,population_2
1.5879,1.8809,population_2
1.9626,4.8909,population_2
1.953,3.323,population_2
0.8924,5.22,population_2
1.8902,3.5218,population_2
1.9213,3.9512,population_2
1.9199,5.9138,population_2
2.708,3.7227,population_2
1.3921,5.2388,population_2
1.5877,4.039,population_2
0.6939,4.4154,population_2
1.7595,4.07,population_2
1.8022,4.8479,population_2
1.745,3.3145,population_2
2.5538,3.016,population_2
2.4303,3.3614,population_2
2.0389,4.0997,population_2
1.8147,3.7792,population_2
2.5131,4.7103,population_2
1.9901,5.3047,population_2
1.5909,3.0242,population_2
1.1419,3.2661,population_2
1.7793,2.5638,population_2
2.3773,6.0304,population_2
3.1383,4.3047,population_2
2.0308,4.4798,population_2
1.6173,2.6598,population_2
1.4075,3.9988,population_2
2.276,4.5092,population_2
1.1177,3.7472,population_2
2.2752,5.0757,population_2
2.4089,6.3118,population_2
2.2181,3.0529,population_2
1.8902,2.9779,population_2
2.2825,3.1222,population_2
2.0855,5.6062,population_2
1.6109,5.0424,population_2
2.9252,3.8645,population_2
1.8242,4.0366,population_2
2.3879,3.1835,population_2
0.7907,4.89,population_2
2.6382,3.6201,population_2
2.7344,3.7399,population_2
2.0149,4.6088,population_2
2.2794,3.812,population_2
2.2793,3.765,population_2
1.6786,4.0106,population_2
2.2736,4.7954,population_2
1.5957,5.6465,population_2
1.6956,4.5855,population_2
2.5635,4.8033,population_2
2.4873,3.8001,population_2
1.6468,3.2922,population_2
1.6332,4.654,population_2
1.6772,4.1712,population_2
2.3663,2.5774,population_2
1.5,3.6719,population_2
2.1784,3.9171,population_2
2.3734,3.4895,population_2
1.9559,5.4817,population_2
2.505,4.4798,population_2
1.8478,5.3732,population_2
